shipment_id,amount
22335750983096,13
22325150974320,13
22328850969010,13
22320250969441,13
22320250970455,13
22328850968998,13
22315850980467,13
22320250969001,13
22320250969000,13
22320250969006,13
22320250969007,13
22317450974322,13
22328850974321,13
22325150976200,13
22320250968997,13
22333950976212,13
22314450969003,13
22317450963908,13
22316950963913,13
22320250972553,13
22320250975182,13
22328850973187,13
22320250975178,13
22328850972561,13
22322350973185,13
22317450963906,13
22328850973537,13
22320250972559,13
22322350973194,13
22313450963997,13
22320250975175,13
22320250975186,13
22325150963910,13
22328850973162,13
22327150973538,13
22328850975177,13
22331550975179,13
22328850975183,13
22320250973122,13
22320250973165,13
22320250972564,13
22322350973189,13
22314450973151,13
22314450972556,13
22320250973181,13
22315850975184,13
22327150973160,13
22327150973542,13
22320250963998,13
22320250963909,13
22311150963996,13
22328850973544,13
22317450963912,13
22317450973536,13
22325450973641,13
22322350973197,13
22315850973201,13
22320250973177,13
22320250973135,13
22328450972560,13
22317450975185,13
22317450973171,13
22320250973540,13
22310350972558,13
22317950973174,13
22328850973167,13
22320250973224,13
22317450973157,13
22331550973535,13
22320250969324,13
22320250969201,13
22312450969838,13
20292450815097,14
14431250861368,24.5
22315950983018,13
15831850845977,52.44
22317450928750,28.97
22314450928828,32.42
22320250808799,35.87
22317250808802,35.87
22315950928966,46.22
22320250755328,70.37
22317450854154,72.44
22314450755150,80.72
20228850792141,14
20217250852336,14
20225750889756,14
20225050875722,14
20217250875733,14
20220250875725,14
20218250894378,14
20220250902664,14
20220250933147,14
20220250932926,14
20220250933300,14
20220250933134,14
20220250925685,14
20220250932912,14
20217550726263,14
20238150794370,14
20217250856275,14
20217450869780,14
20217250852489,14
20217250875726,14
20220250842959,14
20214450762121,14.83
20220250842963,14.83
20217250859664,14
20217250883449,14
20217250902196,14
20220250948471,14
20220250930637,14
20228850816921,14
20228850794040,14
20217250859656,14
20228850816845,14
20217250902404,14
20220250902384,14
20220250902218,14
20220250930792,14
20228850816912,14
20220250948466,14
20220250902396,14
20220250930698,14
20217250902387,14
20220250930627,14
20222350866384,14
20220250930691,14
20220250930690,14
20220250930769,14
20220250930789,14
20220250930688,14
20220250930687,14
20222350848985,14
20220250902187,14
20220250930686,14
20215850816832,14
20217250902341,14
20220250930684,14
20220250948464,14
20220250930758,14
20217250902180,14
20217250902330,14
20220250930681,14
20220250902323,14
20217250902212,14
20220250930679,14
20222350866346,14
20220250930676,14
20217250859633,14
20220250902309,14
20222350816887,14
20220250930671,14
20220250930625,14
20220250930670,14
20220250902288,14
20220250930668,14
20220250948443,14.43
20217250902175,14.79
20220250930644,14.79
20215850838028,14.8
20220250930642,15.14
20220250902259,15.15
20220250930728,16.08
20220250930723,17.56
20220250930601,18.57
20223850848969,24.78
20217450816795,26.2
20220250930651,32
20222350866375,36.48
20220250930633,66.41
20215850826092,14
20221550826105,14
20245350866868,14
20217250917127,14
20220250946297,14.48
20220250946296,14.48
20220250946305,14.48
20220250917025,23.46
20217250917030,23.46
20217250917023,23.46
20220250946271,27.95
20220250946301,31.04
20226450849352,34.16
20220250917018,34.16
20220250946294,34.16
20211150825955,34.33
20228850870477,34.33
20220250946272,42.44
20220250889745,14
20217250894242,14
20217250894228,14
20220250894240,14
20217250904169,14
20220250894417,14
20220250925967,14
20220250932901,14
20220250932957,14
20220250933466,14
20220250932924,14
20220250925704,14
20220250933493,14
20220250925705,14
20220250933476,14
20238150778041,14
20220250903340,14
20220250902665,14
20220250894387,14
20220250925703,14
20220250932892,14
20220250933494,14
20220250925664,14
20220250925690,14
20217250815831,14
20220250904184,14
20217250903327,14
20220250903346,17.91
20220250933148,18.6
20220250879657,26.22
20220250894252,26.22
20220250903393,35.19
20217250939303,14
20228850844609,15.53
20220250940624,20.7
20246550867498,22.43
20220250940723,41.4
22328850895875,14
14444850876915,14
17425750628632,14
14422350877787,14
14431150877601,14
22315850876497,14
22329050883591,14
17431250861951,13.86
17427050861364,13.94
22331550861291,14.14
20228350424493,15.17
17431550862302,17.24
22320250864752,17.25
17421850861490,21.11
25128850913002,21.73
15920250829237,23.8
17428550627801,26.5
22336750869667,31.05
20218650645267,46.57
25131550892912,14
25131150894165,14
25122350922509,14
25122350922530,14
25114450923276,14
25122350952629,14
25122350922223,14
25117450923106,14
25131550952531,14
22322350942507,14
22317450936382,14
22320450943715,14
22325150939002,14
22327350944253,14
20222350846740,14
22331550941619,14
22331550462261,14
22334850901212,14
22314450901133,14
22327150895652,14
22324150878621,14
22322350907286,14
22317450912728,14
22328850917785,14
22315450903937,14
22315250910564,14
22322850895455,14
22317450886316,14
22330250889676,14
22328850927672,14
22322350943736,14
22322350933444,14
22322350933030,14
22322350942080,14
22317450941394,14
22323350860836,14
22334750857125,14
22334250898912,14
22322350931201,14
22325550857166,14
22328850802254,14
22324450904618,14
22317450894817,14
223341050895742,14
22334050901687,14
22328850942579,14
22313550877221,14
22320250803615,14
22327150897013,14
22317450947841,14
22329350934113,14
22322350930529,14
22320250803673,14
22328350756029,14
22315850915155,14
20226350773804,14
22351050894683,14
22327150906946,14
22328450894715,14
22315850897060,14
22327150896607,14
22327150901638,14
22333650914567,14
223126550895739,14
22331550897064,14
223138150934280,14
22322350934994,14
22322350932967,14
22317450933100,14
22317450944412,14
22317450938944,14
22322350944033,14
22322350931136,14
22325150930550,14
22320250797491,14
22325550915674,14
22315950936580,14
22322350935342,14
22320250793957,14
22322350898915,14
22317450947775,14
22328850743469,14
22320250794822,14
22312950901488,14
22325150941582,14
22334450838171,14
22331850885018,14
22317450917594,14
22320250797403,14
22317450936844,14
22322350927766,14
22317450894725,14
22317450941329,14.89
22322350894904,15.38
22328450847273,15.71
22327150914384,16.01
20211150847598,16.77
22318850903550,17.37
22327150906152,17.93
22327150912220,17.93
22334050912224,17.93
22327150899137,17.93
22322350933736,17.93
22313550876683,17.93
22315950942458,18.88
22328450862431,19
22318850915756,19.32
22316150895768,20.09
22322350941332,20.14
22317450944228,23.25
22317450927487,27.59
22320250791376,27.92
22312850885641,33.56
22315850931239,40.23
22320250797706,44.99
22321850904525,72.45
25117450943000,14
25115950914518,14
25131550942828,14
25129350917430,14
25120450944732,14
25122350942644,15.18
25122350948631,30.02
25122350942517,60.72
22322350940506,18.98
17422350935089,14
17414450935090,14
20220250943633,22.08
22330250919241,26.91
20217250948414,14
20220250951802,14
20220250946759,16.91
20220250951792,17.94
20220250918830,18.97
20220250946819,19.63
20213150918839,20.35
20217250924710,20.35
20220250946768,20.36
20217250948425,21.04
20220150919729,21.39
20220250953381,21.39
20217250946860,21.39
20220250948431,21.46
20217250921120,21.73
20217250919816,21.73
20213150921091,21.73
20220250944822,21.73
20220250921214,23.8
20220250951876,27.95
20220250946808,41.74
20220250949528,43.13
20220250948408,48.3
20220250948567,145.94
11915050932112,14
11915050932172,14
22322350933904,17.25
22331550933905,26.22
22315850933906,35.88
22321050933912,40.02
22327150908172,84.18
28850350932615,34.5
14425150934854,14
14417450935451,14
14422350934865,14
14422350934853,14
14428850934869,14
14422350935337,14
14417450944040,18.29
14430250934852,20.7
14425150934960,32.09
14417450935412,34.5
22328350851419,22.36
22322350919906,25.05
22317450916903,14
22318350916900,14
22322350915904,14
22322350942428,14
22314450928248,14
22315250899794,14
22328850933391,14
22325550912566,14
22322650912572,14
22315950935864,14
22322350928172,14
19525150943755,16.21
19522350944731,16.21
19522350944380,16.21
19522350944647,16.21
19531150944943,30.02
14431150914800,14
14414450915219,14
22327050420273,14
14428850894190,46.57
14417450937553,60.03
20220250900151,14
14420250779626,14
22392250761025,14
20215850773298,14
20220250907988,14
20220250907765,14
20220250907370,14
20220250936888,14
20220250908463,14
20220250907634,14
20220250917120,14
20227150870642,14
20228350889577,14
20217250889593,14
20217250919905,14
20220250919884,14
20220250920064,14
20220250920050,14
20214450736337,14
20215850841285,14
20214450841480,14
20214450843818,14
20220250938757,14
20220250934438,14
20220250934426,14
20220250934442,14
20220250949693,14
20227150827515,17.24
20217250870619,17.24
20222350870615,17.24
20220250917122,17.59
20217250937980,20.01
20227150829188,26.57
20217250874178,27.25
20228350873660,27.25
20222350861310,28.63
20217450870604,30.36
20220250919923,30.36
20228350842339,33.12
20217250864774,36.23
20228350883478,41.05
20217250922905,54.85
20228350873956,72.45
20227150819859,128
14417550862011,18.63
20220350722301,14
20220350772986,14
20220350816402,14
11920350841451,14
20220350484989,18.28
25192250769459,14
20292250837245,18.8
20250250795375,15.53
11020550686389,14
20220250929073,14
14420250803880,14
11920250795369,22.43
20220250894394,14
28820250789510,24.15
20294050748364,14
20294050734588,14
19594050806890,17.25
20220250908165,15.18
25122350910324,14
22320250838532,14
14420250804646,14
14420250855372,14
20220250731549,18.8
22322350932491,38.64
22320250872865,34.5
14428850914841,14
14428850916920,26.22
14428850892787,14
22328850913989,54.51
22328850912677,14
25128850932005,28.97
14428850918105,14
14428850941485,14
14428850943150,21
22328850935601,14
22328850935634,14
38328850948704,14.14
25128850937910,14
25128850949336,14
17428850944011,14
20228850836773,14
25128850931850,20.7
22328850938589,57.95
22328850905492,14
14428850802980,14
14428850802967,14
14428850888026,14
14428850916964,14
14428850915840,14
14428850925636,14
14428850895927,21
38328850885929,14
22328850937082,14
20228850737822,45.54
27128850939375,14
20220250878179,14
20220250911559,14
20220250935565,14
20220250897717,14
25120250858616,17.11
20220250893856,19.32
14420250752815,14
14420250848165,21
20220250904041,14
27120250823557,20.7
20228850828340,20.7
22328850917844,19.7
25146650873990,20.7
25128850847081,14
14420250779236,14
14446650883920,14
14417450940993,14
22346650897350,32.71
271688050845878,14
20216150771068,14
20216150768824,14
14428850883489,14
22328850906480,14
20220250941089,15.53
20220250904132,14
20220250925968,14
20216150855916,20.56
14416150948220,25.52
20220250903975,14
28820250857920,14
20220250943985,14
22320250797499,14.08
28820250813076,24.15
20227250716750,14
20294050819838,14
14428850894193,18.63
14420250796955,31.04
25120250663701,14
20220250914136,14
20220250918311,14
20220250916487,18.62
20220250933514,24.15
14420250786921,26.14
22320250866169,69.11
15920250793743,27.6
14420250823863,14
20220250924286,58.65
20220250932159,14
20220250900753,14
20220250853601,14
28420250882958,14
28417550883175,14
20220250842743,14
20220250870907,18.62
20220250858001,14
22331850917519,14
15929150882452,14
11931850906120,14
28429150937305,14
22329150913129,14
20220250952521,14
14420250751968,14
14420250754390,14
14420250769950,14
20220250841702,28.97
22320250874916,17.25
20220250949751,14
20220250889444,15.18
20220250913667,15.18
38328850565146,14
20228850848238,47.27
14428850843814,106.92
20228850841406,16.56
20228850848657,14
20228850833347,23.46
22328850935678,14
27128850799974,14
22328850891739,17.25
25128850917547,37.81
20220250884218,22.07
20220250943814,14
20220250917922,18.62
20220250932119,14
20220250913722,56.92
25120250808832,22.77
11031850911319,22.08
22331850823618,107.64
22331850911613,20.01
14431850784964,14
14431850811430,14
11931850880609,14
20220250900177,15.18
20220250889607,16.77
14420250785655,21
20220250944644,20.7
11020250820044,14
20220250942685,14
20220250925914,14
20220250879723,15.17
20220250907460,14.48
25120250791722,17.24
20220250902318,14
14420250803238,14
14420250806262,14
38320250798749,14
38320250798741,14
28820250857787,14
20220250923855,14
20220250828776,17.24
22320250801545,14
22320250793656,14
20220250935896,15.18
20220250907637,17.59
20220250913257,41.74
14420250820877,20.69
20220250899845,14
20220250936412,14
20220250942228,16.56
22320250799462,19.66
20220250933483,14
20220250932961,14
20220250941748,29.67
22320250789332,61.96
22320250829177,19.42
20220250900721,14
22320350824557,46.75
38320350865267,33.46
20220350605871,14
27120250763263,19.31
25120250791626,17.24
25120250808826,14
20220250942149,39.33
20220250901787,15.17
20220250889726,14
20220250929394,19.32
11020250820026,21.38
20220250949063,27.95
20220250915366,14
22320250798698,28.29
20220250944910,14
14420250850757,50.29
14420250805722,14
14420250843801,41.05
20220250944185,14
22320250794671,14
20220250897123,14
144341050855813,14
25133650946743,14
144341050876411,14
14433650941026,14
251341050910107,14
20220250910013,14
25120250868231,22.77
20220550781461,25.88
25115150625016,14
14415150823486,20.69
20231850834535,21.04
14416550835027,14
14416550851686,14
22327150936251,14
25115150865756,14
38315150829818,17.25
20246550884307,42.78
17430450887419,14
14446550925628,14
14446550941886,14
22310850851658,14
26713050914715,14
14425450921654,14
38325550951511,14
22321050927858,33.71
14415450753036,14
144341050887166,31.05
202341050875044,14
144341050831340,14
14415450829770,14
14415450855820,14
14421050919742,14
14421050940946,14
14415450847389,20.63
19527150934326,19.32
202341050844194,14
22315950885448,17.25
20210850890839,21.04
20210850915933,14
20215450809141,14
25125450893356,14
22327150927941,48.51
22327150927942,48.51
22319550934086,35.81
20225450925549,14
20233350894668,15.17
22327150905624,14
14434050897041,14
202667850873885,15.18
20231950858305,17.25
38318850945075,14
38321050949941,14
38321450949951,14
22346550935007,14
14425550896543,14
14427150926180,14
14418850941828,14
14427150896566,21
28839050950182,14
20246550890927,14
20233350864723,21.01
20233350843909,48.3
20234750855654,17.94
14433350855019,14
14446550896445,14
20233350894391,14
20233350908871,22.41
20234750878217,14
20233350891440,17.24
20233350951791,21.04
22320250823639,26.22
20220250930153,17.94
20220250929741,19.32
21310350909942,46.57
20230850893440,17.94
20215850897147,14
14411150852311,14
14427150923710,14
14416550919797,14
14427150941891,14
14427150942343,14
14416550940982,14
14427150943387,14
14430850926216,14
20233350894386,14
20228450862024,14
20233250913017,14
20210350916660,14
19527150933988,15.59
20210350912904,23.11
20210350878273,21.39
22327150933499,14
14416550818145,17.08
22316550894310,16.66
223356950917517,14
25112550893116,14
25122350888604,14
20210750829847,14
20219950774356,16.56
20222350902214,14
202356950811497,16.56
202356950834362,17.94
14423850834992,14
14416750848274,14
19511650903558,31.46
20225450920427,15.18
20223750772995,14
20230450828258,22.08
14428450916376,31.04
251140250871612,14
20210150893566,18.98
20210150882826,29.32
20228450936229,45.54
21310150937629,15.53
21327150909898,20.14
25127550894920,17.11
25122350958336,20.7
144140250769813,14
14434050896241,14
14416750917980,14
14410150916005,14
14434050896774,14
14410150898884,14
14427550925641,14
14427150941487,14
14422350971824,14
14434050915866,21
38310150949936,14
251140250752152,14
251140250742658,17.25
20228450909465,14
20230450699988,14
26721450942400,51.75
25115950950954,14
25121450908807,14
20217550769130,14
20219550790183,14
20215950893513,27.6
14416750896480,14
144140250809928,21
195140250888792,26.22
22317550914153,31.74
20215950879361,22.08
202140250797670,23.79
195140250886659,38.98
22328850871058,25.53
22315950968231,28.58
14419550914674,34.16
22318850934697,14
14416550896214,14
20222350888340,20.7
267356950914727,14
14427150949265,24.15
20222350911405,14
20211050859882,14.48
22325550918029,14
14418550918098,14
14416550922408,14
14427150944049,14.83
20222350857127,15.18
20222350933172,15.17
14425550919595,20.7
20211050942100,14
20211650935903,15.18
20222350944201,16.55
14422350942591,14
202356950870078,15.17
21334050937612,31.04
20222350909147,14
20211650929945,14
20230850929375,17.94
20222350876081,19.32
14427150886773,14
14421050897672,14
14427150896814,14
14427150926164,14
14421050925584,14
14421050923891,14
22322350961983,14
20211050905660,14
20222350879495,14
25121050949552,14
20215850927649,14
20230850914385,14
19511650936734,15.59
25122350965502,14
20234250890801,24.5
25116550868370,14
20215950936255,14
14418550896587,14
14427150941861,14
20215850902869,14
22322350959521,14
22327150933529,14
22327150933611,15.18
20215850923121,26.84
14427150941442,27.59
20222350917649,14
14417450939437,38.63
25122350966017,14
22315450938228,55.86
25115450895121,14.48
20213550924363,16.56
20228450909661,14
20228450909043,14
20215950948191,14
20228450807995,14
20210850884066,14
202356950870190,14
20215950940290,14.48
25111650931915,14.48
20210850880182,14
14427150895919,14
14427150919728,14
